name,link,price,review_count,review_percentage,game_tags,Review_Category
Ratty Catty,https://store.steampowered.com/app/610380/Ratty_Catty/?snr=1_7_7_230_150_30,2.49,960,93,"['Funny', 'Cute', 'Family Friendly', 'Colorful', 'Multiplayer', 'Cartoon', 'Adventure', 'Casual', 'Co-op', 'Indie', 'Strategy', 'Simulation', 'Open World', 'Controller', 'Singleplayer', 'Arcade', 'Early Access', 'Action-Adventure', 'Action', 'Physics']",500-1000
Garten of Banban 7,https://store.steampowered.com/app/2693060/Garten_of_Banban_7/?snr=1_7_7_230_150_32,5.79,812,83,"['Horror', 'Singleplayer', 'First-Person', 'Puzzle', 'Psychological Horror', 'Cartoony', 'Action', 'Dark', '3D', 'Survival Horror', 'Adventure', 'Atmospheric', 'Mystery', 'Lore-Rich', 'Walking Simulator', 'Casual', 'Surreal', 'Thriller', 'Story Rich', 'Action-Adventure']",500-1000
RAILGRADE,https://store.steampowered.com/app/1355090/RAILGRADE/?snr=1_7_7_230_150_33,14.99,663,87,"['Strategy', 'Trains', 'Simulation', 'Automation', 'Resource Management', 'Puzzle', 'Moddable', 'Building', 'Management', 'Economy', 'City Builder', 'Sandbox', 'Crafting', 'Transportation', 'Mining', 'Singleplayer', 'Real-Time', 'Casual', 'Base Building', '3D']",500-1000
Cricket 24,https://store.steampowered.com/app/2358260/Cricket_24/?snr=1_7_7_230_150_36,24.99,826,87,"['Sports', '3D', 'Controller', 'Arcade', 'Singleplayer', 'PvP', 'Multiplayer', 'Third Person', 'Simulation', 'Level Editor', 'Local Multiplayer', 'Local Co-Op', 'Cricket', 'Online Co-Op', '4 Player Local']",500-1000
Cafe Owner Simulator,https://store.steampowered.com/app/1498140/Cafe_Owner_Simulator/?snr=1_7_7_230_150_37,9.89,577,61,"['Design & Illustration', 'Economy', 'Simulation', 'Resource Management', 'Building', 'Singleplayer', 'Life Sim', 'Management', 'Base Building', 'Sandbox', 'Cooking', 'First-Person', 'Family Friendly', 'Casual', 'Funny', 'Immersive Sim', 'Realistic', 'Relaxing', 'Logic', '3D']",500-1000
Only Up: With Friends,https://store.steampowered.com/app/2522520/Only_Up_With_Friends/?snr=1_7_7_230_150_37,4.99,819,67,"['Casual', 'Parkour', 'Multiplayer', 'Action', 'Online Co-Op', 'Adventure', 'Co-op', '3D Platformer', 'Platformer', 'Third Person', 'Indie', 'PvP', 'Singleplayer']",500-1000
Oh Deer,https://store.steampowered.com/app/2708450/Oh_Deer/?snr=1_7_7_230_150_38,5.79,652,85,"['Early Access', 'Multiplayer', 'Funny', 'Social Deduction', 'Archery', 'Stealth', 'Action', 'Comedy', 'Co-op', 'PvP', 'Satire', 'Detective', 'Third Person', 'Horror', 'First-Person', 'Colorful', 'Casual', 'Online Co-Op', '3D', 'Survival']",500-1000
[Chilla's Art] Shinkansen 0 | 新幹線 0号,https://store.steampowered.com/app/2793370/Chillas_Art_Shinkansen_0___0/?snr=1_7_7_230_150_40,3.99,564,82,"['Horror', 'Choices Matter', 'Psychological Horror', 'Realistic', 'Supernatural', 'Investigation', 'Immersive Sim', 'Walking Simulator', 'Casual', 'Hidden Object', '3D', 'First-Person', 'Atmospheric', 'Singleplayer', 'Anime', 'Adventure', 'Immersive', 'Indie', 'Action', 'Simulation']",500-1000
News Tower,https://store.steampowered.com/app/1649950/News_Tower/?snr=1_7_7_230_150_40,10.49,846,95,"['Management', 'Simulation', 'Strategy', 'Sandbox', 'Indie', '2D', 'Resource Management', 'Building', 'Economy', 'Time Management', 'Tactical', 'Capitalism', 'Choices Matter', 'Historical', 'Crafting', 'Singleplayer', 'Comedy', 'America', 'Atmospheric', 'Early Access']",500-1000
The Baby In Yellow,https://store.steampowered.com/app/2291340/The_Baby_In_Yellow/?snr=1_7_7_230_150_40,4.99,655,94,"['Early Access', 'Horror', 'Lovecraftian', 'Comedy', 'Puzzle', 'Adventure', 'Indie', 'Mystery', 'Physics', 'Surreal', 'Exploration', 'Funny', 'Life Sim', 'Linear', 'Simulation', 'Singleplayer', 'Stylized', 'Atmospheric', 'Psychological', '3D']",500-1000
AirportSim,https://store.steampowered.com/app/1715280/AirportSim/?snr=1_7_7_230_150_40,17.99,753,60,"['Job Simulator', 'Hobby Sim', 'Flight', 'Simulation', 'Sandbox', 'Immersive Sim', 'Jet', 'Realistic', 'Education', 'Atmospheric', 'Life Sim', 'Open World', 'Driving', 'Management', 'First-Person', 'Online Co-Op', 'Level Editor', 'Family Friendly', 'Singleplayer', 'Multiplayer']",500-1000
AirportSim,https://store.steampowered.com/app/1715280/AirportSim/?snr=1_7_7_230_150_41,17.99,753,60,"['Job Simulator', 'Hobby Sim', 'Flight', 'Simulation', 'Sandbox', 'Immersive Sim', 'Jet', 'Realistic', 'Education', 'Atmospheric', 'Life Sim', 'Open World', 'Driving', 'Management', 'First-Person', 'Online Co-Op', 'Level Editor', 'Family Friendly', 'Singleplayer', 'Multiplayer']",500-1000
Children of the Sun,https://store.steampowered.com/app/1309950/Children_of_the_Sun/?snr=1_7_7_230_150_43,7.99,661,91,"['Action', 'Strategy', 'Arcade', 'Shooter', 'Real Time Tactics', 'Third-Person Shooter', '3D', 'Psychedelic', 'Stylized', 'Indie', 'Assassin', 'Third Person', 'Dark', 'Atmospheric', 'Puzzle', 'Singleplayer', 'Female Protagonist', 'Tactical', 'Sniper']",500-1000
LEGO® 2K Drive,https://store.steampowered.com/app/1451810/LEGO_2K_Drive/?snr=1_7_7_230_150_44,29.99,536,85,"['Racing', 'LEGO', 'Building', 'Sandbox', 'Funny', 'Family Friendly', 'Combat Racing', 'Exploration', 'Colorful', 'Comedy', 'Driving', 'Offroad', '3D', 'Third Person', 'Arcade', 'Open World', 'Character Customization', 'PvP', 'PvE', 'Sports']",500-1000
The Baby In Yellow,https://store.steampowered.com/app/2291340/The_Baby_In_Yellow/?snr=1_7_7_230_150_45,4.99,655,94,"['Early Access', 'Horror', 'Lovecraftian', 'Comedy', 'Puzzle', 'Adventure', 'Indie', 'Mystery', 'Physics', 'Surreal', 'Exploration', 'Funny', 'Life Sim', 'Linear', 'Simulation', 'Singleplayer', 'Stylized', 'Atmospheric', 'Psychological', '3D']",500-1000
Source of Madness,https://store.steampowered.com/app/1315610/Source_of_Madness/?snr=1_7_7_230_150_45,10.49,727,38,"['Roguelite', 'Lovecraftian', 'Action', 'Dark', 'Metroidvania', 'Souls-like', 'Magic', '2D', 'Dark Fantasy', 'Atmospheric', 'Fantasy', 'Action RPG', 'Mystery', 'Action Roguelike', 'Action-Adventure', 'Combat', 'Procedural Generation', 'Singleplayer', 'Roguevania', 'Physics']",500-1000
DAVIGO: VR vs. PC,https://store.steampowered.com/app/1116540/DAVIGO_VR_vs_PC/?snr=1_7_7_230_150_47,12.49,609,75,"['Early Access', 'VR', 'Multiplayer', 'Asymmetric VR', 'Physics', 'Third-Person Shooter', '4 Player Local', 'Destruction', 'Crowdfunded', 'Combat', 'Team-Based', '3D Fighter', 'Action', 'Local Multiplayer', 'Fighting', 'PvP', 'Fantasy', 'Split Screen', 'Moddable', 'Indie']",500-1000
Withering Rooms,https://store.steampowered.com/app/2006140/Withering_Rooms/?snr=1_7_7_230_150_47,12.49,513,95,"['Horror', 'Action Roguelike', 'Mystery', 'Adventure', '2.5D', 'Procedural Generation', '2D', 'Female Protagonist', 'Stealth', 'RPG', 'Action', 'Singleplayer', 'Souls-like', 'Side Scroller', 'Action RPG', 'Survival Horror', 'Dark']",500-1000
Fantasy Grounds Unity,https://store.steampowered.com/app/1196310/Fantasy_Grounds_Unity/?snr=1_7_7_230_150_48,10.49,611,81,"['RPG', 'Software', 'Dungeons & Dragons', 'Utilities', 'Strategy', 'Turn-Based', 'Party-Based RPG', 'Indie', 'Fantasy', 'Online Co-Op', 'Adventure', 'Tabletop', 'Turn-Based Combat', 'Co-op Campaign', 'Turn-Based Strategy', 'Co-op', 'Strategy RPG', 'Tactical RPG', 'Level Editor', 'Multiplayer']",500-1000
Cryptmaster,https://store.steampowered.com/app/1885110/Cryptmaster/?snr=1_7_7_230_150_48,12.49,554,96,"['Typing', 'Dungeon Crawler', 'Word Game', 'Party-Based RPG', 'Fishing', 'Action-Adventure', 'Action RPG', '3D', 'RPG', 'First-Person', 'Third Person', 'Funny', 'Lore-Rich', 'Psychological Horror', 'Surreal', 'Story Rich', 'Action', 'Stylized', 'Fantasy', 'Psychedelic']",500-1000
Meta-Ghost: The Breaking Show,https://store.steampowered.com/app/2507980/MetaGhost_The_Breaking_Show/?snr=1_7_7_230_150_48,9.29,730,79,"['Action Roguelike', 'Online Co-Op', 'Cyberpunk', 'Loot', 'Roguelike', 'Roguelite', 'Action', 'Multiplayer', 'Hack and Slash', 'RPG', 'Early Access', 'Action RPG', 'Robots', 'Co-op', 'Souls-like', 'Hand-drawn', 'Isometric', 'Sci-fi', 'Replay Value', 'Indie']",500-1000
Espresso Tycoon,https://store.steampowered.com/app/1543280/Espresso_Tycoon/?snr=1_7_7_230_150_49,19.99,746,74,"['Casual', 'Simulation', 'Building', 'Management', '3D', 'Education', 'Strategy', 'Isometric', 'Character Customization', 'Cooking', 'Realistic', 'Sandbox', 'Singleplayer', 'Design & Illustration', 'Immersive Sim', 'Relaxing', 'Life Sim', 'Cute', 'Adventure', 'Indie']",500-1000
Chippy,https://store.steampowered.com/app/602700/Chippy/?snr=1_7_7_230_150_51,7.99,931,90,"['Bullet Hell', 'Twin Stick Shooter', ""Shoot 'Em Up"", 'Arena Shooter', 'Top-Down Shooter', 'Difficult', 'Arcade', 'Shooter', '2D', 'Top-Down', 'Action', 'Score Attack', 'Retro', 'Abstract', 'Moddable', 'Colorful', 'Pixel Graphics', 'Space', 'Destruction', 'Local Co-Op']",500-1000
Somerville,https://store.steampowered.com/app/1671410/Somerville/?snr=1_7_7_230_150_51,10.49,902,75,"['Atmospheric', 'Emotional', 'Adventure', 'Story Rich', 'Puzzle', 'Cinematic', 'Action-Adventure', 'Multiple Endings', 'Dark', 'Indie', 'Ambient', 'Narrative', 'Sci-fi', '2.5D', '3D', 'Singleplayer', 'Mystery', 'Horror', 'Beautiful', 'Walking Simulator']",500-1000
Richie's Plank Experience,https://store.steampowered.com/app/517160/Richies_Plank_Experience/?snr=1_7_7_230_150_51,14.99,584,80,"['Simulation', 'Indie', 'Casual', 'VR', 'Horror', 'Psychological Horror']",500-1000
Star Trek: Resurgence,https://store.steampowered.com/app/2653940/Star_Trek_Resurgence/?snr=1_7_7_230_150_52,12.49,500,90,"['Choose Your Own Adventure', 'Interactive Fiction', 'Visual Novel', 'Point & Click', 'Action-Adventure', 'Female Protagonist', 'Third Person', 'Choices Matter', 'Multiple Endings', 'Story Rich', 'Action', 'Casual', 'Sci-fi', 'Space', 'Drama', 'Adventure', 'Cinematic', 'Futuristic', 'Singleplayer', 'Narrative']",500-1000
Parking Tycoon: Business Simulator,https://store.steampowered.com/app/2475420/Parking_Tycoon_Business_Simulator/?snr=1_7_7_230_150_52,4.99,586,61,"['Simulation', 'Casual', 'First-Person', 'Automobile Sim', 'Singleplayer', 'RPG', 'City Builder', 'Sandbox', 'Exploration', 'CRPG', 'Third Person', 'Realistic', 'Crafting', 'Logic', 'Management', 'Building', 'Base Building', 'Indie', 'Strategy']",500-1000
Caribbean Legend,https://store.steampowered.com/app/2230980/Caribbean_Legend/?snr=1_7_7_230_150_54,14.99,864,88,"['RPG', 'Pirates', 'Open World', 'Romance', 'Naval', 'CRPG', 'Sandbox', 'Exploration', 'Action RPG', 'Third Person', '3D', 'Sailing', 'Historical', 'Mystery', 'Character Customization', 'Naval Combat', 'Choices Matter', 'Nonlinear', 'Crafting', 'Economy']",500-1000
Pizza Possum,https://store.steampowered.com/app/1951230/Pizza_Possum/?snr=1_7_7_230_150_55,3.99,997,100,"['Adventure', 'Exploration', 'Strategy', 'Colorful', 'Pixel Graphics', 'Top-Down', '3D', 'Co-op', 'Cartoony', 'Local Co-Op', 'Indie', 'Roguelite', 'Cute', 'Roguelike', 'Casual', 'Stealth', 'Funny', 'Cooking', 'Controller', 'Villain Protagonist']",500-1000
Pile Up!,https://store.steampowered.com/app/2094910/Pile_Up/?snr=1_7_7_230_150_55,2.99,585,81,"['Relaxing', 'Indie', 'Base Building', 'Casual', 'Atmospheric', 'Sandbox', 'Minimalist', 'Stylized', 'Colorful', 'Roguelite', 'Cute', 'Turn-Based', 'Building', 'City Builder', 'Isometric', 'Management', 'Strategy', 'Early Access', 'Singleplayer', 'Choices Matter']",500-1000
Arctic Eggs,https://store.steampowered.com/app/2763670/Arctic_Eggs/?snr=1_7_7_230_150_56,5.79,800,98,"['Cooking', 'Sci-fi', 'Surreal', 'Exploration', 'First-Person', 'Atmospheric', 'Physics', 'Lore-Rich', 'Crime', 'Flight', 'Open World', 'Cyberpunk', 'Capitalism', 'Game Development', 'Investigation', 'Programming', 'Stealth', 'Tutorial', 'Horror', 'Story Rich']",500-1000
Stick RPG 2: Director's Cut,https://store.steampowered.com/app/307640/Stick_RPG_2_Directors_Cut/?snr=1_7_7_230_150_56,19.99,779,87,"['RPG', '2D', 'Simulation', 'Comedy', 'Funny', 'Singleplayer', 'Cartoony', 'Mature', 'Indie', 'Open World', 'Dark Humor', 'Cult Classic', 'Action', 'Satire', 'Capitalism', 'Memes', 'Adventure', 'Casual', 'Walking Simulator', 'Great Soundtrack']",500-1000
The House of Da Vinci 3,https://store.steampowered.com/app/1603640/The_House_of_Da_Vinci_3/?snr=1_7_7_230_150_57,10.49,880,96,"['Adventure', 'Indie', 'Puzzle', 'Point & Click', 'Casual', 'Exploration', 'Hidden Object', '3D', 'First-Person', 'Realistic', 'Atmospheric', 'Detective', 'Historical', 'Logic', 'Mystery', 'Time Travel', 'Story Rich', 'Singleplayer', 'Escape Room', 'Strategy']",500-1000
Welcome to ParadiZe,https://store.steampowered.com/app/1519090/Welcome_to_ParadiZe/?snr=1_7_7_230_150_57,15.99,736,59,"['Action', 'Multiplayer', 'Singleplayer', 'Zombies', 'Co-op', 'Adventure', 'Survival', 'Online Co-Op', 'Indie', 'Post-apocalyptic', 'RPG', 'Action RPG', 'Hack and Slash', 'Isometric', 'Crafting', 'Base Building', 'PvE', 'Open World', 'Violent', 'Open World Survival Craft']",500-1000
Swarm Grinder,https://store.steampowered.com/app/1375900/Swarm_Grinder/?snr=1_7_7_230_150_58,4.99,577,89,"['Action Roguelike', 'Bullet Hell', 'Roguelite', 'Action RPG', 'Roguelike', 'RPG', 'Pixel Graphics', '2D', 'Mechs', 'Steampunk', 'Controller', 'Procedural Generation', 'Top-Down', 'Action', 'Casual', 'Sci-fi', 'Robots', 'Retro', 'Singleplayer', 'Soundtrack']",500-1000
Fling to the Finish,https://store.steampowered.com/app/1054430/Fling_to_the_Finish/?snr=1_7_7_230_150_58,9.99,669,85,"['Physics', 'Party Game', 'Casual', 'Multiplayer', 'Online Co-Op', 'Racing', 'Competitive', 'Combat Racing', 'Local Co-Op', 'Local Multiplayer', 'Platformer', 'Family Friendly', 'Indie', '3D', 'Action', 'Funny', 'Colorful', '4 Player Local', 'Cute', '3D Platformer']",500-1000
Necrosmith 2,https://store.steampowered.com/app/2277320/Necrosmith_2/?snr=1_7_7_230_150_59,4.49,645,68,"['Tower Defense', 'Strategy', 'Roguelite', 'Bullet Hell', 'Real-Time', 'Management', 'Simulation', 'Action', 'Top-Down', 'Exploration', 'Dark Fantasy', 'Pixel Graphics', 'Zombies', 'Combat', 'Vampire', 'Tactical', '2D', 'Old School', 'Magic', 'Roguelike']",500-1000
Passpartout 2: The Lost Artist,https://store.steampowered.com/app/1571100/Passpartout_2_The_Lost_Artist/?snr=1_7_7_230_150_60,12.49,878,90,"['Simulation', 'Indie', 'Exploration', 'Casual', 'Story Rich', 'Singleplayer', 'Design & Illustration', 'Point & Click', 'Photo Editing', 'Sandbox', '3D', 'Stylized', 'Cute', 'Multiple Endings', 'Atmospheric', 'Open World', 'Hand-drawn']",500-1000
First Date : Late To Date,https://store.steampowered.com/app/2080640/First_Date__Late_To_Date/?snr=1_7_7_230_150_60,1.1,706,80,"['Adventure', 'Casual', 'Interactive Fiction', 'Dating Sim', 'Simulation', 'Puzzle', 'Visual Novel', 'Video Production', 'FMV', 'Cinematic', 'Emotional', 'Comedy', 'Romance', 'Multiple Endings', 'Story Rich', 'Choices Matter', 'Singleplayer', 'Sexual Content']",500-1000
Maniac,https://store.steampowered.com/app/1482380/Maniac/?snr=1_7_7_230_150_60,2.99,807,88,"['Singleplayer', 'Simulation', 'Action Roguelike', 'Top-Down Shooter', 'Bullet Hell', 'Top-Down', 'Roguelike', 'Action', 'Arcade', 'Sandbox', 'Open World', 'Twin Stick Shooter', '3D', 'Gun Customization', 'Dark Humor', 'Score Attack', 'Character Customization', 'Driving', 'Funny', 'RPG']",500-1000
First Date : Late To Date,https://store.steampowered.com/app/2080640/First_Date__Late_To_Date/?snr=1_7_7_230_150_61,1.1,706,80,"['Adventure', 'Casual', 'Interactive Fiction', 'Dating Sim', 'Simulation', 'Puzzle', 'Visual Novel', 'Video Production', 'FMV', 'Cinematic', 'Emotional', 'Comedy', 'Romance', 'Multiple Endings', 'Story Rich', 'Choices Matter', 'Singleplayer', 'Sexual Content']",500-1000
Dead Signal,https://store.steampowered.com/app/2599300/Dead_Signal/?snr=1_7_7_230_150_61,5.79,641,91,"['Simulation', 'Hidden Object', 'Horror', 'Puzzle', 'Realistic', 'Roguelike', '3D', 'Singleplayer', 'Atmospheric', 'Dark', 'Perma Death', 'Psychological Horror', 'First-Person']",500-1000
STANDBOX,https://store.steampowered.com/app/2246880/STANDBOX/?snr=1_7_7_230_150_61,7.99,993,90,"['Violent', 'Sandbox', 'Physics', 'Gore', 'Action', 'Casual', '3D', 'Singleplayer', 'Blood', 'Memes', 'Combat', 'Dark Humor', 'Bullet Time', 'Indie', 'Futuristic', 'Early Access']",500-1000
Hexen: Beyond Heretic,https://store.steampowered.com/app/2360/Hexen_Beyond_Heretic/?snr=1_7_7_230_150_61,2.99,625,72,"['Action', 'Fantasy', 'FPS', 'Shooter', 'Classic', 'First-Person', 'Dark Fantasy', 'Retro', 'Old School', ""1990's"", 'Dark', 'Class-Based', 'Singleplayer', 'Boomer Shooter', 'Gothic', 'RPG', 'Magic', 'Puzzle', 'Adventure', 'Atmospheric']",500-1000
"Bulwark: Falconeer Chronicles, The Creative Building Sandbox",https://store.steampowered.com/app/290100/Bulwark_Falconeer_Chronicles_The_Creative_Building_Sandbox/?snr=1_7_7_230_150_61,10.49,543,81,"['City Builder', 'Exploration', 'Strategy', 'Minimalist', 'Controller', 'Sandbox', 'Base Building', 'Building', 'Casual', 'Dragons', 'Steampunk', 'Open World', '3D', 'Naval Combat', 'Atmospheric', 'Lore-Rich', 'Grand Strategy', 'Procedural Generation', 'Dark Fantasy', 'Simulation']",500-1000
STANDBOX,https://store.steampowered.com/app/2246880/STANDBOX/?snr=1_7_7_230_150_62,7.99,993,90,"['Violent', 'Sandbox', 'Physics', 'Gore', 'Action', 'Casual', '3D', 'Singleplayer', 'Blood', 'Memes', 'Combat', 'Dark Humor', 'Bullet Time', 'Indie', 'Futuristic', 'Early Access']",500-1000
