name,link,price,review_count,review_percentage,game_tags,Review_Category
RealFlight Evolution,https://store.steampowered.com/app/2069310/RealFlight_Evolution/?snr=1_7_7_230_150_20,99.99,361,75,"['Simulation', 'Flight', 'Realistic', 'Physics', '3D', 'Singleplayer', 'Multiplayer', 'Local Multiplayer', 'Racing', 'Vehicular Combat', 'VR', 'Colorful', 'First-Person', 'Third Person', 'Jet', 'PvP', 'Character Customization', 'Controller', 'Level Editor', 'Open World']",250-500
Harold Halibut,https://store.steampowered.com/app/924750/Harold_Halibut/?snr=1_7_7_230_150_21,17.99,408,85,"['Story Rich', 'Cinematic', 'Walking Simulator', 'Interactive Fiction', 'Exploration', 'Third Person', 'Cozy', 'Relaxing', 'Wholesome', 'Casual', 'Visual Novel', 'Indie', 'Lore-Rich', 'Atmospheric', 'Colorful', 'Sci-fi', 'Funny', 'Emotional', 'Adventure', 'Singleplayer']",250-500
The Elder Scrolls Online: Necrom,https://store.steampowered.com/app/2172860/The_Elder_Scrolls_Online_Necrom/?snr=1_7_7_230_150_22,18.99,257,71,"['RPG', 'Action', 'Adventure', 'Massively Multiplayer', 'Open World', 'Fantasy', 'MMORPG', 'Exploration', 'Multiplayer', 'Supernatural', 'Singleplayer', 'Character Customization', 'Story Rich', 'PvP', 'PvE', 'Choose Your Own Adventure', 'Lore-Rich', 'Action RPG', 'Class-Based', 'Dark Fantasy']",250-500
Platform 8,https://store.steampowered.com/app/2903560/Platform_8/?snr=1_7_7_230_150_22,2.49,405,86,"['Adventure', 'Simulation', 'Psychological Horror', 'Walking Simulator', 'Puzzle', 'Hidden Object', 'Exploration', 'Immersive Sim', '3D', 'First-Person', 'Realistic', 'Cinematic', 'Stealth', 'Dark', 'Horror', 'Mystery', 'Modern', 'Funny', 'Surreal', 'Atmospheric']",250-500
Command & Conquer™ Tiberian Sun™ and Firestorm™,https://store.steampowered.com/app/2229880/Command__Conquer_Tiberian_Sun_and_Firestorm/?snr=1_7_7_230_150_24,19.88,472,89,"['Strategy', 'Action', 'Singleplayer', 'RTS', 'Action RPG', 'Classic', 'Sci-fi']",250-500
Command & Conquer Renegade™,https://store.steampowered.com/app/2229890/Command__Conquer_Renegade/?snr=1_7_7_230_150_24,19.88,349,76,"['Action', 'FPS', 'Strategy', 'Action RTS', 'RTS', 'Singleplayer', 'Classic']",250-500
Anonymous Hacker Simulator,https://store.steampowered.com/app/2487060/Anonymous_Hacker_Simulator/?snr=1_7_7_230_150_26,10.49,306,86,"['Simulation', 'Hacking', 'Typing', 'Immersive Sim', 'Sandbox', 'Crime', 'Detective', 'Stealth', 'Life Sim', '3D', 'First-Person', 'Indie', 'Singleplayer', 'Cyberpunk', 'Realistic', 'Job Simulator']",250-500
"Braid, Anniversary Edition",https://store.steampowered.com/app/499180/Braid_Anniversary_Edition/?snr=1_7_7_230_150_32,10.49,423,95,"['Puzzle Platformer', '2D Platformer', 'Puzzle', 'Platformer', 'Action-Adventure', '2D', 'Action', 'Narration', 'Time Manipulation', 'Casual', 'Cartoony', 'Colorful', 'Hand-drawn', 'Game Development', 'Logic', 'Time Travel', 'Atmospheric', 'Emotional', 'Programming', 'Adventure']",250-500
Estate Agent Simulator,https://store.steampowered.com/app/2553050/Estate_Agent_Simulator/?snr=1_7_7_230_150_34,3.49,373,56,"['Early Access', 'Simulation', 'Trading', 'Immersive Sim', 'Driving', 'Management', 'Capitalism', 'Economy', 'Life Sim', 'Building', 'City Builder', 'Singleplayer', 'Racing', 'Design & Illustration', 'FPS', 'Crafting', 'Casual', 'Romance', 'First-Person', '3D']",250-500
Daymare: 1994 Sandcastle,https://store.steampowered.com/app/1530470/Daymare_1994_Sandcastle/?snr=1_7_7_230_150_35,15.89,468,75,"['Shooter', 'Horror', 'Third Person', 'Survival Horror', 'Action', 'Female Protagonist', 'Exploration', 'Adventure', 'Old School', 'Singleplayer', 'Combat', 'Story Rich', 'Gore', 'Violent', 'Military', 'Survival', 'Zombies']",250-500
The Farmer Was Replaced,https://store.steampowered.com/app/2060160/The_Farmer_Was_Replaced/?snr=1_7_7_230_150_37,3.99,357,96,"['Programming', 'Idler', 'Automation', 'Text-Based', 'Puzzle', 'Logic', 'Minimalist', 'Farming Sim', 'Artificial Intelligence', 'Education', 'Resource Management', 'Farming', 'Simulation', 'Sandbox', 'Strategy', '3D', 'Colorful', 'Singleplayer', 'Economy', 'Early Access']",250-500
Isles of Sea and Sky,https://store.steampowered.com/app/1233070/Isles_of_Sea_and_Sky/?snr=1_7_7_230_150_38,7.99,265,92,"['Pixel Graphics', 'Mythology', 'Puzzle', 'Lore-Rich', 'Sokoban', 'Adventure', 'Exploration', 'Cute', '2D', 'Singleplayer', 'Multiple Endings', 'Nonlinear', 'Relaxing', 'Metroidvania', 'Casual', 'Colorful', 'Stylized', 'Collectathon', 'Strategy', 'Controller']",250-500
Pumping Simulator,https://store.steampowered.com/app/1455120/Pumping_Simulator/?snr=1_7_7_230_150_38,2.99,442,73,"['Simulation', 'Management', 'First-Person', 'Economy', 'FPS', 'Resource Management', 'Sandbox', 'Driving', 'Artificial Intelligence', 'Immersive Sim', 'Education', 'Modern', 'Transportation', 'Physics', 'Automation', 'Conversation', 'Choices Matter', 'Tutorial', 'Co-op', 'Multiplayer']",250-500
Godsworn,https://store.steampowered.com/app/1328990/Godsworn/?snr=1_7_7_230_150_39,14.99,388,91,"['Early Access', '3D', 'Lore-Rich', 'RTS', 'Real-Time', 'Mythology', 'Singleplayer', 'Co-op', 'PvE', 'Action RTS', 'Multiplayer', 'Vikings', 'PvP', 'Base Building', 'Fantasy', 'Medieval', 'Stylized', 'Strategy', 'Top-Down', 'Historical']",250-500
Enishia and the Binding Brand,https://store.steampowered.com/app/2582650/Enishia_and_the_Binding_Brand/?snr=1_7_7_230_150_39,1.3,374,86,"['RPG', 'Sexual Content', 'JRPG', 'Anime', '2D', 'Hentai', 'Cute', 'Singleplayer', 'Nudity', 'RPGMaker', 'Mature', 'NSFW', 'Female Protagonist']",250-500
Galacticare,https://store.steampowered.com/app/494730/Galacticare/?snr=1_7_7_230_150_40,14.99,254,91,"['Economy', 'Sci-fi', 'Dark Humor', 'Building', 'Base Building', 'Cartoony', 'Singleplayer', 'Funny', 'Story Rich', 'Replay Value', 'Narration', 'Comedy', 'Medical Sim', 'Simulation', 'Management', 'Strategy', 'Sandbox', 'City Builder', 'God Game', 'Space']",250-500
Galacticare,https://store.steampowered.com/app/494730/Galacticare/?snr=1_7_7_230_150_41,14.99,254,91,"['Economy', 'Sci-fi', 'Dark Humor', 'Building', 'Base Building', 'Cartoony', 'Singleplayer', 'Funny', 'Story Rich', 'Replay Value', 'Narration', 'Comedy', 'Medical Sim', 'Simulation', 'Management', 'Strategy', 'Sandbox', 'City Builder', 'God Game', 'Space']",250-500
Ten Dates,https://store.steampowered.com/app/1946070/Ten_Dates/?snr=1_7_7_230_150_44,8.49,372,80,"['Dating Sim', 'Simulation', 'Choices Matter', 'FMV', 'Choose Your Own Adventure', 'Romance', 'Interactive Fiction', 'Multiple Endings', 'Singleplayer', 'Adventure', 'Realistic', 'Nonlinear', 'Sequel', 'Indie', 'Female Protagonist', 'Replay Value', 'Comedy', 'Casual', 'Story Rich', 'Funny']",250-500
HOT WHEELS UNLEASHED™ 2 - Turbocharged,https://store.steampowered.com/app/2051120/HOT_WHEELS_UNLEASHED_2__Turbocharged/?snr=1_7_7_230_150_45,49.99,262,53,"['Arcade', 'Family Friendly', 'Driving', 'PvP', 'Multiplayer', 'Local Multiplayer', 'Split Screen', 'Controller', 'Singleplayer', 'Racing', 'Motorbike', 'Bikes', 'Action', 'Adventure', 'Third Person', 'Funny', 'Simulation', 'Sports']",250-500
The Lord of the Rings: Gollum™,https://store.steampowered.com/app/1265780/The_Lord_of_the_Rings_Gollum/?snr=1_7_7_230_150_46,24.99,432,40,"['Adventure', 'Fantasy', 'Action', 'Story Rich', 'Lore-Rich', 'Singleplayer', 'Choices Matter', 'Cinematic', 'Puzzle', 'RPG', '3D Platformer', '3D', 'Third Person', 'Villain Protagonist', 'Combat', 'Dark Fantasy', 'Open World', 'Interactive Fiction', 'Platformer', 'Exploration']",250-500
Dealer Simulator,https://store.steampowered.com/app/2625620/Dealer_Simulator/?snr=1_7_7_230_150_47,3.99,418,61,"['FPS', 'Immersive Sim', 'Simulation', 'Casual', 'Driving', 'Management', 'Life Sim', 'First-Person', '3D', 'Open World', 'Early Access', 'Indie', 'Realistic', 'Singleplayer']",250-500
Lorelei and the Laser Eyes,https://store.steampowered.com/app/2008920/Lorelei_and_the_Laser_Eyes/?snr=1_7_7_230_150_47,12.99,401,96,"['Adventure', 'Puzzle', 'Action', 'Exploration', 'Action-Adventure', 'Stylized', '3D', 'Horror', 'Mystery', 'Dark Fantasy', 'Indie', 'Psychological', 'Female Protagonist', 'Singleplayer', 'Story Rich']",250-500
My Child Lebensborn Remastered,https://store.steampowered.com/app/2430730/My_Child_Lebensborn_Remastered/?snr=1_7_7_230_150_47,4.49,338,94,"['Simulation', 'Life Sim', 'Story Rich', 'Emotional', 'Immersive Sim', 'Choices Matter', 'Singleplayer', 'Indie']",250-500
Waltz of the Wizard,https://store.steampowered.com/app/1094390/Waltz_of_the_Wizard/?snr=1_7_7_230_150_47,19.99,295,84,"['Simulation', 'Action', 'Magic', 'Combat', 'VR', 'Atmospheric', 'Fantasy', 'Horror', 'Sandbox', 'Indie', 'Action-Adventure', 'Exploration', 'First-Person', 'Immersive', 'Physics', 'Comedy', 'Dark Fantasy', 'Singleplayer', 'Dark Humor', 'Adventure']",250-500
Hairdresser Simulator,https://store.steampowered.com/app/1330560/Hairdresser_Simulator/?snr=1_7_7_230_150_48,9.99,283,50,"['Simulation', 'Casual', 'Indie', 'Realistic', 'Family Friendly', 'Relaxing', 'Singleplayer', 'Management', 'Design & Illustration', 'Sandbox', 'Economy', 'Replay Value', 'Education', '3D', 'First-Person', 'Atmospheric', 'Funny', 'Immersive Sim', 'Character Customization', 'Story Rich']",250-500
Sketchy's Contract,https://store.steampowered.com/app/2823080/Sketchys_Contract/?snr=1_7_7_230_150_49,4.99,373,80,"['Online Co-Op', 'Horror', 'First-Person', 'Co-op', 'Exploration', 'Sci-fi', 'Survival Horror', 'Atmospheric', 'Psychological Horror', 'Adventure', 'Funny', 'Dungeon Crawler', 'PvE', 'Aliens', 'Comedy', 'Early Access', 'Space', 'Action', 'Action-Adventure', 'Singleplayer']",250-500
Tales of Kenzera™: ZAU,https://store.steampowered.com/app/2316580/Tales_of_Kenzera_ZAU/?snr=1_7_7_230_150_51,19.99,356,83,"['Metroidvania', 'Adventure', 'Action-Adventure', 'Indie', 'Colorful', 'Atmospheric', 'Exploration', 'Fantasy', 'Mythology', 'Lore-Rich', 'Platformer', 'Side Scroller', 'Action', 'Singleplayer', 'Story Rich']",250-500
The Lord of the Rings: Gollum™,https://store.steampowered.com/app/1265780/The_Lord_of_the_Rings_Gollum/?snr=1_7_7_230_150_52,24.99,432,40,"['Adventure', 'Fantasy', 'Action', 'Story Rich', 'Lore-Rich', 'Singleplayer', 'Choices Matter', 'Cinematic', 'Puzzle', 'RPG', '3D Platformer', '3D', 'Third Person', 'Villain Protagonist', 'Combat', 'Dark Fantasy', 'Open World', 'Interactive Fiction', 'Platformer', 'Exploration']",250-500
Starstruck Vagabond,https://store.steampowered.com/app/2448930/Starstruck_Vagabond/?snr=1_7_7_230_150_53,12.49,251,89,"['Adventure', 'Story Rich', 'Life Sim', 'Singleplayer', 'Sci-fi', 'Exploration', 'Collectathon', 'Pixel Graphics', '2D', 'Satire', 'Indie', 'Character Customization', 'Choices Matter', 'Multiple Endings', 'Resource Management']",250-500
Contra: Operation Galuga,https://store.steampowered.com/app/2235020/Contra_Operation_Galuga/?snr=1_7_7_230_150_54,18.99,312,88,"['Action', 'Arcade', 'Shooter', 'Platformer', '2D Platformer', ""Shoot 'Em Up"", 'Side Scroller', '2D', '1980s', ""1990's"", 'Sci-fi', 'Aliens', 'Retro', 'PvE', 'Controller', 'Character Customization', 'Combat', 'Tutorial', 'Female Protagonist', 'Story Rich']",250-500
Phantom Fury,https://store.steampowered.com/app/1733240/Phantom_Fury/?snr=1_7_7_230_150_54,17.99,375,65,"['Action', 'FPS', 'Old School', 'Female Protagonist', 'Action-Adventure', 'First-Person', 'Story Rich', 'Futuristic', '2.5D', 'Retro', ""1990's"", 'Arcade', 'Sci-fi', 'Pixel Graphics', 'Fast-Paced', 'Singleplayer', 'Indie', 'Cyberpunk', 'Violent', 'Difficult']",250-500
Omega Crafter,https://store.steampowered.com/app/2262080/Omega_Crafter/?snr=1_7_7_230_150_55,12.49,264,84,"['Multiplayer', 'Open World', 'Survival', 'Automation', 'Crafting', 'Open World Survival Craft', 'Co-op', 'Adventure', 'Action', 'Early Access', 'RPG', 'PvE', '3D', 'Indie', 'Building', 'City Builder', 'Exploration', 'Online Co-Op', 'Sandbox', 'Procedural Generation']",250-500
MEGATON MUSASHI W: WIRED,https://store.steampowered.com/app/2450450/MEGATON_MUSASHI_W_WIRED/?snr=1_7_7_230_150_56,49.99,370,79,"['Spectacle fighter', 'Hack and Slash', 'PvE', 'PvP', 'JRPG', 'Action-Adventure', 'Character Customization', 'RPG', '2D', '3D', 'Mechs', 'Third Person', 'Action', 'Anime', 'Sci-fi', 'Robots', 'Adventure', 'Online Co-Op', 'Singleplayer', 'Multiplayer']",250-500
Zoonomaly,https://store.steampowered.com/app/2101890/Zoonomaly/?snr=1_7_7_230_150_57,3.59,456,80,"['Exploration', 'Horror', 'Puzzle', 'Action-Adventure', 'Open World', 'First-Person', 'Realistic', '3D', 'Action', 'Controller', 'Nonlinear', 'Fantasy', 'Adventure', 'Atmospheric', 'Supernatural', 'Singleplayer', 'Survival Horror', 'Indie', 'Multiplayer']",250-500
Computer Repair Shop,https://store.steampowered.com/app/2479290/Computer_Repair_Shop/?snr=1_7_7_230_150_57,5.79,345,53,"['Simulation', 'Casual', 'Life Sim', 'Arcade', 'Exploration', 'Immersive Sim', 'First-Person', '3D', 'Realistic', 'Sci-fi', 'Violent', 'Indie', 'Mystery', 'Hacking', 'Dark', 'Singleplayer', 'Multiple Endings']",250-500
SOS OPS!,https://store.steampowered.com/app/2475460/SOS_OPS/?snr=1_7_7_230_150_57,4.99,266,78,"['Parody', 'Third Person', 'Co-op', 'Funny', 'Physics', 'Party', 'Puzzle', 'Cute', 'Character Customization', 'Multiplayer', 'Adventure', 'Logic', 'Online Co-Op', 'Colorful', 'Party Game', 'Parkour', '3D', '3D Platformer', 'Action', 'Cartoon']",250-500
Supreme Ruler 2030,https://store.steampowered.com/app/2093410/Supreme_Ruler_2030/?snr=1_7_7_230_150_58,14.99,349,78,"['War', 'Tactical', 'Simulation', 'RTS', 'Wargame', 'Political', 'Grand Strategy', 'Moddable', 'Military', 'Strategy', 'Management', 'Multiplayer', 'Singleplayer', 'Sandbox', 'Diplomacy', 'Modern', 'Economy', 'Politics', 'Real Time Tactics', '3D']",250-500
CONVRGENCE,https://store.steampowered.com/app/2609610/CONVRGENCE/?snr=1_7_7_230_150_58,9.99,409,79,"['VR', 'Atmospheric', 'Post-apocalyptic', 'Shooter', 'Extraction Shooter', 'Survival Horror', 'Survival', 'Horror', 'Stealth', 'Exploration', 'First-Person', 'FPS', 'Realistic', 'Gun Customization', 'Procedural Generation', 'Physics', 'Action', 'Adventure', 'Singleplayer', 'Early Access']",250-500
CONVRGENCE,https://store.steampowered.com/app/2609610/CONVRGENCE/?snr=1_7_7_230_150_59,9.99,409,79,"['VR', 'Atmospheric', 'Post-apocalyptic', 'Shooter', 'Extraction Shooter', 'Survival Horror', 'Survival', 'Horror', 'Stealth', 'Exploration', 'First-Person', 'FPS', 'Realistic', 'Gun Customization', 'Procedural Generation', 'Physics', 'Action', 'Adventure', 'Singleplayer', 'Early Access']",250-500
The Settlers: New Allies,https://store.steampowered.com/app/2750080/The_Settlers_New_Allies/?snr=1_7_7_230_150_59,47.99,341,60,"['Strategy', 'Simulation', 'City Builder', 'Colony Sim', 'God Game', '3D', 'Colorful', 'Building', 'Economy', 'Crafting', 'Management', 'Relaxing', 'Tactical', 'PvP', 'Base Building', 'Multiplayer', 'Singleplayer', 'RTS']",250-500
Out of the Park Baseball 25,https://store.steampowered.com/app/2384620/Out_of_the_Park_Baseball_25/?snr=1_7_7_230_150_60,22.99,365,84,"['Simulation', 'Sports', 'Strategy', 'Sandbox', 'Strategy RPG', 'Card Battler', 'Immersive Sim', '2D', '3D', 'Baseball', 'America', 'Management', 'Tactical', 'Historical', 'PvP', 'Resource Management', 'Trading', 'Multiplayer', 'Singleplayer', 'Competitive']",250-500
A Tower Full of Cats,https://store.steampowered.com/app/2179170/A_Tower_Full_of_Cats/?snr=1_7_7_230_150_60,2.9,493,99,"['Cats', 'Hidden Object', 'Puzzle', 'Point & Click', 'Creature Collector', 'Relaxing', 'Adventure', 'Story Rich', 'Collectathon', 'Historical', 'Alternate History', 'Cozy', 'Wholesome', 'Minimalist', 'Cute', 'Time Travel', 'Hand-drawn', 'Casual', 'Colorful', 'Family Friendly']",250-500
A Tower Full of Cats,https://store.steampowered.com/app/2179170/A_Tower_Full_of_Cats/?snr=1_7_7_230_150_61,2.9,493,99,"['Cats', 'Hidden Object', 'Puzzle', 'Point & Click', 'Creature Collector', 'Relaxing', 'Adventure', 'Story Rich', 'Collectathon', 'Historical', 'Alternate History', 'Cozy', 'Wholesome', 'Minimalist', 'Cute', 'Time Travel', 'Hand-drawn', 'Casual', 'Colorful', 'Family Friendly']",250-500
Bingle Bingle,https://store.steampowered.com/app/2789810/Bingle_Bingle/?snr=1_7_7_230_150_61,6.29,257,95,"['Roguelike Deckbuilder', 'Card Game', 'Roguelike', 'Turn-Based Tactics', 'Deckbuilding', 'Replay Value', 'Pixel Graphics', 'Strategy', 'Roguelite', '2D', 'Singleplayer', 'Score Attack', 'Gambling', 'Procedural Generation', 'Tabletop', 'Card Battler', 'Turn-Based', 'Early Access', 'Indie']",250-500
RUNGORE,https://store.steampowered.com/app/2113040/RUNGORE/?snr=1_7_7_230_150_61,7.99,303,85,"['Trading Card Game', 'Indie', 'Card Game', 'Card Battler', 'Real Time Tactics', 'Strategy RPG', 'Replay Value', 'Difficult', 'Roguelite', 'Pixel Graphics', 'Strategy', ""Beat 'em up"", 'Singleplayer', '2D', 'Deckbuilding', 'Class-Based', 'Roguelike', 'RPG', 'Roguelike Deckbuilder', 'Dark Humor']",250-500
Pine Harbor,https://store.steampowered.com/app/2448030/Pine_Harbor/?snr=1_7_7_230_150_61,7.95,291,78,"['Action', 'Shooter', 'First-Person', 'Horror', ""1990's"", 'Survival Horror', 'Atmospheric', 'Dark', 'Violent', 'RPG', 'Story Rich', 'Gore', 'Open World', 'Stealth', 'Indie', 'Early Access', 'Linear', 'FPS', 'Singleplayer', 'Survival']",250-500
迷宮校舎 | School Labyrinth,https://store.steampowered.com/app/2423300/__School_Labyrinth/?snr=1_7_7_230_150_61,3.99,446,71,"['Horror', 'Procedural Generation', 'Online Co-Op', 'Multiplayer', 'Action', 'Stealth', 'Co-op', 'Roguelike', 'Indie', 'Roguelite', 'Controller', '3D', 'Singleplayer']",250-500
Make Way,https://store.steampowered.com/app/1445790/Make_Way/?snr=1_7_7_230_150_62,6.99,319,90,"['Local Multiplayer', 'Multiplayer', 'Party', 'Racing', 'PvP', 'Building', 'Funny', 'Family Friendly', 'Arcade', 'Action', 'Combat Racing', 'Comedy', 'Casual', 'Top-Down', 'Combat', 'Cartoony', 'Procedural Generation', 'Colorful', '3D', 'LEGO']",250-500
Dating Simulator,https://store.steampowered.com/app/1709080/Dating_Simulator/?snr=1_7_7_230_150_62,2.99,278,50,"['Simulation', 'Dating Sim', 'Immersive Sim', '3D', 'Realistic', 'Memes', 'Romance', 'Choices Matter', 'Fishing', 'Comedy', 'Funny', 'Cute', 'Relaxing', 'Open World', 'Driving', 'Atmospheric', 'Multiple Endings', 'Female Protagonist', 'Character Customization', 'Anime']",250-500
1000xRESIST,https://store.steampowered.com/app/1675830/1000xRESIST/?snr=1_7_7_230_150_63,10.49,366,96,"['Thriller', 'Female Protagonist', 'Futuristic', '3D', 'Post-apocalyptic', 'Psychological Horror', 'Sci-fi', 'Story Rich', 'Anime', 'Visual Novel', 'Walking Simulator', 'Cinematic', 'Multiple Endings', 'Exploration', 'Atmospheric', 'Mystery', 'Narrative', 'Surreal', 'Experimental', 'Aliens']",250-500
Exotica: Petshop Simulator,https://store.steampowered.com/app/2138580/Exotica_Petshop_Simulator/?snr=1_7_7_230_150_63,3.99,418,83,"['Casual', 'Simulation', 'Tabletop', 'Life Sim', 'Sandbox', '3D', 'Immersive Sim', '3D Vision', 'First-Person', 'Realistic', 'Economy', 'Text-Based', 'Gambling', 'Relaxing', 'Inventory Management', 'Resource Management', 'Singleplayer', 'Indie', 'Early Access', 'Sexual Content']",250-500
BIOMORPH,https://store.steampowered.com/app/1430220/BIOMORPH/?snr=1_7_7_230_150_63,10.49,270,90,"['Metroidvania', 'Platformer', 'Action', 'Adventure', 'Combat', '2D Platformer', 'Exploration', 'Action-Adventure', '2D', 'Dark Comedy', 'Lore-Rich', 'Multiple Endings', 'Story Rich', 'Nonlinear', 'Hand-drawn', 'Dark Fantasy', 'Artificial Intelligence', 'Singleplayer', 'Female Protagonist', 'Simulation']",250-500
Bluey: The Videogame,https://store.steampowered.com/app/2078350/Bluey_The_Videogame/?snr=1_7_7_230_150_63,39.99,279,72,"['Exploration', 'Cute', 'Action-Adventure', 'Female Protagonist', 'Controller', 'Family Friendly', 'Cartoony', 'Dog', 'Casual', 'Action', 'Colorful', 'Cartoon', 'Adventure', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Wholesome', 'Cozy']",250-500
The Jackbox Party Pack 9,https://store.steampowered.com/app/1850960/The_Jackbox_Party_Pack_9/?snr=1_7_7_230_150_63,14.99,499,84,"['Casual', 'Trivia', 'Board Game', 'Word Game', '2D', 'Comedy', 'Family Friendly', 'Party Game', 'Party', 'Cartoon', 'Local Multiplayer', 'Colorful', 'Funny', 'PvP', 'Team-Based', 'Local Co-Op', 'Indie', 'Strategy', 'Co-op', 'Multiplayer']",250-500
Repair this!,https://store.steampowered.com/app/2517200/Repair_this/?snr=1_7_7_230_150_64,6.59,266,86,"['Simulation', 'Choices Matter', 'Multiple Endings', 'Management', 'Life Sim', 'Exploration', 'Time Management', 'Relaxing', 'Story Rich', 'Atmospheric', 'Comedy', 'Hand-drawn', 'Singleplayer', 'Trading', 'Indie', 'Adventure', 'Casual', 'Logic', 'Investigation', 'Resource Management']",250-500
Barista Simulator,https://store.steampowered.com/app/1694510/Barista_Simulator/?snr=1_7_7_230_150_65,5.99,301,82,"['Sandbox', 'Simulation', 'Cooking', 'Crafting', 'Relaxing', 'Singleplayer', 'Immersive Sim', 'Management', 'Realistic', 'Education', 'Life Sim', 'Casual', 'Indie', '3D', 'Resource Management', 'First-Person', 'Exploration', 'Early Access', 'Physics', 'Time Management']",250-500
Reign of Guilds,https://store.steampowered.com/app/716350/Reign_of_Guilds/?snr=1_7_7_230_150_65,18.49,441,55,"['Early Access', 'MMORPG', 'Massively Multiplayer', 'First-Person', 'RPG', 'Multiplayer', 'PvP', 'PvE', 'Medieval', 'Indie', 'Fantasy', 'Open World', 'Action RPG', 'Swordplay', 'Magic', 'Class-Based', 'Economy', 'Crafting', 'Politics', 'Diplomacy']",250-500
